gene_symbol,sources,confidence,moi,evidence,disease,hgnc_id,in_clinvar
TBC1D23,GenCC,medium,Autosomal recessive,definitive,"pontocerebellar hypoplasia, type 11",,False
TBC1D24,GenCC,medium,Autosomal recessive,definitive,DOORS syndrome,,False
TBC1D2B,GenCC,medium,Autosomal recessive,strong,neurodevelopmental disorder with seizures and gingival overgrowth,,False
TBC1D32,GenCC,medium,Autosomal recessive,definitive,ciliopathy,,False
TBC1D7,GenCC,medium,Autosomal recessive,strong,"macrocephaly/megalencephaly syndrome, autosomal recessive",,False
TBCCD1,GenCC,medium,Autosomal recessive,moderate,male infertility with azoospermia or oligozoospermia due to single gene mutation,,False
TBCD,GenCC,medium,Autosomal recessive,definitive,early-onset progressive diffuse brain atrophy-microcephaly-muscle weakness-optic atrophy syndrome,,False
TBCE,GenCC,medium,Autosomal recessive,definitive,hypoparathyroidism-retardation-dysmorphism syndrome,,False
TBCK,GenCC,medium,Autosomal recessive,definitive,syndromic complex neurodevelopmental disorder,,False
TBX15,GenCC,medium,Autosomal recessive,definitive,pelviscapular dysplasia,,False
TBX19,GenCC,medium,Autosomal recessive,definitive,congenital isolated adrenocorticotropic hormone deficiency,,False
TBX21,GenCC,medium,Autosomal recessive,moderate,immunodeficiency 88,,False
TBX4,GenCC,medium,Autosomal recessive,moderate,autosomal recessive amelia,,False
TBX6,GenCC,medium,Autosomal recessive,strong,spondylocostal dysostosis 5,,False
TBXAS1,GenCC,medium,Autosomal recessive,definitive,ghosal hematodiaphyseal dysplasia,,False
TCAP,GenCC,medium,Autosomal recessive,definitive,autosomal recessive limb-girdle muscular dystrophy,,False
TCF12,GenCC,medium,Autosomal recessive,strong,Kallmann syndrome,,False
TCF3,GenCC,medium,Autosomal recessive,strong,"agammaglobulinemia 8, autosomal dominant",,False
TCIRG1,GenCC,medium,Autosomal recessive,definitive,autosomal recessive osteopetrosis 1,,False
TCN1,GenCC,medium,Autosomal recessive,moderate,transcobalamin I deficiency,,False
TCN2,GenCC,medium,Autosomal recessive,definitive,transcobalamin II deficiency,,False
TCTN1,GenCC,medium,Autosomal recessive,strong,Joubert syndrome 13,,False
TCTN2,GenCC,medium,Autosomal recessive,definitive,Joubert syndrome 24,,False
TCTN3,GenCC,medium,Autosomal recessive,definitive,ciliopathy,,False
TDP1,GenCC,medium,Autosomal recessive,strong,"spinocerebellar ataxia, autosomal recessive, with axonal neuropathy 1",,False
TDP2,GenCC,medium,Autosomal recessive,strong,"spinocerebellar ataxia, autosomal recessive 23",,False
TDRD6,GenCC,medium,Autosomal recessive,moderate,male infertility with azoospermia or oligozoospermia due to single gene mutation,,False
TDRD7,GenCC,medium,Autosomal recessive,strong,cataract 36,,False
TDRD9,GenCC,medium,Autosomal recessive,strong,spermatogenic failure 30,,False
TECPR2,GenCC,medium,Autosomal recessive,strong,hereditary spastic paraplegia 49,,False
TECRL,GenCC,medium,Autosomal recessive,definitive,catecholaminergic polymorphic ventricular tachycardia,,False
TECTA,GenCC,medium,Autosomal recessive,definitive,nonsyndromic genetic hearing loss,,False
TEFM,GenCC,medium,Autosomal recessive,strong,combined oxidative phosphorylation deficiency 58,,False
TELO2,GenCC,medium,Autosomal recessive,definitive,TELO2-related intellectual disability-neurodevelopmental disorder,,False
TENM3,GenCC,medium,Autosomal recessive,strong,"microphthalmia, isolated, with coloboma 9",,False
TENT5A,GenCC,medium,Autosomal recessive,strong,"osteogenesis imperfecta, type 18",,False
TERB2,GenCC,medium,Autosomal recessive,moderate,spermatogenic failure 59,,False
TERT,GenCC,medium,Autosomal recessive,definitive,"dyskeratosis congenita, autosomal dominant 2",,False
TET2,GenCC,medium,Autosomal recessive,strong,immunodeficiency 75,,False
TET3,GenCC,medium,Autosomal recessive,strong,Beck-Fahrner syndrome,,False
TF,GenCC,medium,Autosomal recessive,strong,atransferrinemia,,False
TFAM,GenCC,medium,Autosomal recessive,strong,mitochondrial DNA depletion syndrome 15 (hepatocerebral type),,False
TFG,GenCC,medium,Autosomal recessive,strong,hereditary spastic paraplegia 57,,False
TFR2,GenCC,medium,Autosomal recessive,definitive,hemochromatosis type 3,,False
TFRC,GenCC,medium,Autosomal recessive,definitive,TFRC-related combined immunodeficiency,,False
TG,GenCC,medium,Autosomal recessive,strong,thyroid dyshormonogenesis 3,,False
TGDS,GenCC,medium,Autosomal recessive,definitive,Catel-Manzke syndrome,,False
TGFB1,GenCC,medium,Autosomal recessive,strong,"inflammatory bowel disease, immunodeficiency, and encephalopathy",,False
TGM1,GenCC,medium,Autosomal recessive,definitive,autosomal recessive congenital ichthyosis 1,,False
TGM3,GenCC,medium,Autosomal recessive,moderate,uncombable hair syndrome 2,,False
TGM5,GenCC,medium,Autosomal recessive,definitive,acral peeling skin syndrome,,False
TH,GenCC,medium,Autosomal recessive,definitive,TH-deficient dopa-responsive dystonia,,False
THG1L,GenCC,medium,Autosomal recessive,strong,"spinocerebellar ataxia, autosomal recessive 28",,False
THOC6,GenCC,medium,Autosomal recessive,definitive,THOC6-related developmental delay-microcephaly-facial dysmorphism syndrome,,False
THPO,GenCC,medium,Autosomal recessive,moderate,congenital amegakaryocytic thrombocytopenia,,False
THSD1,GenCC,medium,Autosomal recessive,definitive,non-immune hydrops fetalis,,False
THUMPD1,GenCC,medium,Autosomal recessive,strong,neurodevelopmental disorder with speech delay and variable ocular anomalies,,False
TIAM1,GenCC,medium,Autosomal recessive,strong,neurodevelopmental disorder with language delay and seizures,,False
TICAM1,GenCC,medium,Autosomal recessive,strong,"herpes simplex encephalitis, susceptibility to, 4",,False
TIMM22,GenCC,medium,Autosomal recessive,moderate,mitochondrial disease,,False
TIMM50,GenCC,medium,Autosomal recessive,definitive,3-methylglutaconic aciduria type 9,,False
TIMMDC1,GenCC,medium,Autosomal recessive,definitive,mitochondrial disease,,False
TJP2,GenCC,medium,Autosomal recessive,strong,"cholestasis, progressive familial intrahepatic, 4",,False
TK2,GenCC,medium,Autosomal recessive,definitive,mitochondrial disease,,False
TKFC,GenCC,medium,Autosomal recessive,moderate,inborn error of immunity,,False
TKT,GenCC,medium,Autosomal recessive,strong,transketolase deficiency,,False
TLCD3B,GenCC,medium,Autosomal recessive,strong,cone-rod dystrophy 22,,False
TLE6,GenCC,medium,Autosomal recessive,strong,preimplantation embryonic lethality 1,,False
TLR3,GenCC,medium,Autosomal recessive,strong,"immunodeficiency 83, susceptibility to viral infections",,False
TMC1,GenCC,medium,Autosomal recessive,definitive,autosomal recessive nonsyndromic hearing loss 7,,False
TMC6,GenCC,medium,Autosomal recessive,definitive,"epidermodysplasia verruciformis, susceptibility to, 1",,False
TMC8,GenCC,medium,Autosomal recessive,definitive,"epidermodysplasia verruciformis, susceptibility to, 2",,False
TMCO1,GenCC,medium,Autosomal recessive,definitive,cerebrofaciothoracic dysplasia,,False
TMEFF1,GenCC,medium,Autosomal recessive,strong,hereditary predisposition to infections,,False
TMEM107,GenCC,medium,Autosomal recessive,strong,Meckel syndrome 13,,False
TMEM126A,GenCC,medium,Autosomal recessive,definitive,mitochondrial disease,,False
TMEM126B,GenCC,medium,Autosomal recessive,definitive,mitochondrial disease,,False
TMEM132E,GenCC,medium,Autosomal recessive,strong,"hearing loss, autosomal recessive 99",,False
TMEM138,GenCC,medium,Autosomal recessive,strong,Joubert syndrome 16,,False
TMEM147,GenCC,medium,Autosomal recessive,strong,"neurodevelopmental disorder with facial dysmorphism, absent language, and pseudo-pelger-huet anomaly",,False
TMEM165,GenCC,medium,Autosomal recessive,definitive,TMEM165-congenital disorder of glycosylation,,False
TMEM167A,GenCC,medium,Autosomal recessive,moderate,neonatal diabetes mellitus,,False
TMEM216,GenCC,medium,Autosomal recessive,definitive,ciliopathy,,False
TMEM218,GenCC,medium,Autosomal recessive,strong,Joubert syndrome 39,,False
TMEM222,GenCC,medium,Autosomal recessive,definitive,neurodevelopmental disorder with motor and speech delay and behavioral abnormalities,,False
TMEM231,GenCC,medium,Autosomal recessive,definitive,ciliopathy,,False
TMEM237,GenCC,medium,Autosomal recessive,definitive,Joubert syndrome 14,,False
TMEM260,GenCC,medium,Autosomal recessive,strong,structural heart defects and renal anomalies syndrome,,False
TMEM38B,GenCC,medium,Autosomal recessive,strong,osteogenesis imperfecta type 14,,False
TMEM45A,GenCC,medium,Autosomal recessive,moderate,brittle cornea syndrome 1,,False
TMEM53,GenCC,medium,Autosomal recessive,strong,"craniotubular dysplasia, Ikegawa type",,False
TMEM63C,GenCC,medium,Autosomal recessive,strong,"spastic paraplegia 87, autosomal recessive",,False
TMEM65,GenCC,medium,Autosomal recessive,moderate,mitochondrial disease,,False
TMEM67,GenCC,medium,Autosomal recessive,definitive,"Meckel syndrome, type 3",,False
TMEM70,GenCC,medium,Autosomal recessive,definitive,mitochondrial disease,,False
TMEM94,GenCC,medium,Autosomal recessive,definitive,intellectual developmental disorder with cardiac defects and dysmorphic facies,,False
TMIE,GenCC,medium,Autosomal recessive,definitive,nonsyndromic genetic hearing loss,,False
TMPRSS15,GenCC,medium,Autosomal recessive,strong,congenital enteropathy due to enteropeptidase deficiency,,False
TMPRSS3,GenCC,medium,Autosomal recessive,definitive,nonsyndromic genetic hearing loss,,False
TMPRSS6,GenCC,medium,Autosomal recessive,definitive,IRIDA syndrome,,False
TMTC3,GenCC,medium,Autosomal recessive,strong,lissencephaly 8,,False
TMX2,GenCC,medium,Autosomal recessive,strong,"neurodevelopmental disorder with microcephaly, cortical malformations, and spasticity",,False
TNFRSF11A,GenCC,medium,Autosomal recessive,strong,autosomal recessive osteopetrosis 7,,False
TNFRSF11B,GenCC,medium,Autosomal recessive,strong,juvenile Paget disease,,False
TNFRSF13B,GenCC,medium,Autosomal recessive,definitive,"immunodeficiency, common variable, 2",,False
TNFRSF13C,GenCC,medium,Autosomal recessive,moderate,"immunodeficiency, common variable, 4",,False
TNFRSF9,GenCC,medium,Autosomal recessive,definitive,immunodeficiency 109 with lymphoproliferation,,False
TNFSF11,GenCC,medium,Autosomal recessive,definitive,autosomal recessive osteopetrosis 2,,False
TNIK,GenCC,medium,Autosomal recessive,moderate,"intellectual disability, autosomal recessive 54",,False
TNNI2,GenCC,medium,Autosomal recessive,moderate,distal arthrogryposis type 2B1,,False
TNNI3,GenCC,medium,Autosomal recessive,definitive,dilated cardiomyopathy 2A,,False
TNNT1,GenCC,medium,Autosomal recessive,definitive,nemaline myopathy 5,,False
TNNT3,GenCC,medium,Autosomal recessive,strong,congenital myopathy,,False
TNR,GenCC,medium,Autosomal recessive,definitive,"neurodevelopmental disorder, nonprogressive, with spasticity and transient opisthotonus",,False
TNS2,GenCC,medium,Autosomal recessive,strong,nephrotic syndrome,,False
TNXB,GenCC,medium,Autosomal recessive,definitive,Ehlers-Danlos syndrome due to tenascin-X deficiency,,False
TOE1,GenCC,medium,Autosomal recessive,strong,pontocerebellar hypoplasia type 7,,False
TOGARAM1,GenCC,medium,Autosomal recessive,definitive,ciliopathy,,False
TOMM7,GenCC,medium,Autosomal recessive,moderate,Garg-Mishra progeroid syndrome,,False
TOMM70,GenCC,medium,Autosomal recessive,moderate,mitochondrial disease,,False
TONSL,GenCC,medium,Autosomal recessive,definitive,"spondyloepimetaphyseal dysplasia, sponastrime type",,False
TOP3A,GenCC,medium,Autosomal recessive,definitive,"microcephaly, growth restriction, and increased sister chromatid exchange 2",,False
TOR1A,GenCC,medium,Autosomal recessive,definitive,arthrogryposis multiplex congenita 5,,False
TOR1AIP1,GenCC,medium,Autosomal recessive,definitive,TOR1AIP1-related multisystem disorder,,False
TP53RK,GenCC,medium,Autosomal recessive,strong,Galloway-Mowat syndrome 4,,False
TP73,GenCC,medium,Autosomal recessive,strong,"ciliary dyskinesia, primary, 47, and lissencephaly",,False
TPI1,GenCC,medium,Autosomal recessive,strong,triosephosphate isomerase deficiency,,False
TPK1,GenCC,medium,Autosomal recessive,strong,childhood encephalopathy due to thiamine pyrophosphokinase deficiency,,False
TPM2,GenCC,medium,Autosomal recessive,moderate,congenital myopathy,,False
TPM3,GenCC,medium,Autosomal recessive,definitive,TPM3-related myopathy,,False
TPO,GenCC,medium,Autosomal recessive,strong,thyroid dyshormonogenesis 2A,,False
TPP1,GenCC,medium,Autosomal recessive,definitive,neuronal ceroid lipofuscinosis,,False
TPP2,GenCC,medium,Autosomal recessive,definitive,immunodeficiency 78 with autoimmunity and developmental delay,,False
TPRKB,GenCC,medium,Autosomal recessive,strong,Galloway-Mowat syndrome 5,,False
TPRN,GenCC,medium,Autosomal recessive,definitive,nonsyndromic genetic hearing loss,,False
TRAC,GenCC,medium,Autosomal recessive,moderate,TCR-alpha-beta-positive T-cell deficiency,,False
TRAF3IP2,GenCC,medium,Autosomal recessive,strong,"candidiasis, familial, 8",,False
TRAIP,GenCC,medium,Autosomal recessive,strong,Seckel syndrome 9,,False
TRAK1,GenCC,medium,Autosomal recessive,strong,"developmental and epileptic encephalopathy, 68",,False
TRAP1,GenCC,medium,Autosomal recessive,strong,syndromic disease,,False
TRAPPC10,GenCC,medium,Autosomal recessive,strong,"neurodevelopmental disorder with microcephaly, short stature, and speech delay",,False
TRAPPC11,GenCC,medium,Autosomal recessive,definitive,autosomal recessive limb-girdle muscular dystrophy,,False
TRAPPC12,GenCC,medium,Autosomal recessive,strong,early-onset progressive encephalopathy-hearing loss-pons hypoplasia-brain atrophy syndrome,,False
TRAPPC2L,GenCC,medium,Autosomal recessive,strong,"encephalopathy, progressive, early-onset, with episodic rhabdomyolysis",,False
TRAPPC4,GenCC,medium,Autosomal recessive,definitive,"neurodevelopmental disorder with epilepsy, spasticity, and brain atrophy",,False
TRAPPC6B,GenCC,medium,Autosomal recessive,definitive,"neurodevelopmental disorder with microcephaly, epilepsy, and brain atrophy",,False
TRAPPC9,GenCC,medium,Autosomal recessive,definitive,intellectual disability-obesity-brain malformations-facial dysmorphism syndrome,,False
TRDN,GenCC,medium,Autosomal recessive,definitive,catecholaminergic polymorphic ventricular tachycardia,,False
TREM2,GenCC,medium,Autosomal recessive,strong,polycystic lipomembranous osteodysplasia with sclerosing leukoencephalopathy 2,,False
TREX1,GenCC,medium,Autosomal recessive,definitive,TREX1-related type 1 interferonopathy,,False
TRHR,GenCC,medium,Autosomal recessive,strong,"hypothyroidism, congenital, nongoitrous, 7",,False
TRIM2,GenCC,medium,Autosomal recessive,strong,Charcot-Marie-Tooth disease type 2R,,False
TRIM22,GenCC,medium,Autosomal recessive,strong,inborn error of immunity,,False
TRIM32,GenCC,medium,Autosomal recessive,definitive,autosomal recessive limb-girdle muscular dystrophy,,False
TRIM37,GenCC,medium,Autosomal recessive,definitive,mulibrey nanism,,False
TRIM63,GenCC,medium,Autosomal recessive,strong,hypertrophic cardiomyopathy,,False
TRIOBP,GenCC,medium,Autosomal recessive,definitive,"hearing loss, autosomal recessive",,False
TRIP11,GenCC,medium,Autosomal recessive,definitive,TRIP11-related skeletal dysplasia,,False
TRIP13,GenCC,medium,Autosomal recessive,strong,oocyte maturation defect 9,,False
TRIP4,GenCC,medium,Autosomal recessive,strong,spinal muscular atrophy with congenital bone fractures 1,,False
TRIT1,GenCC,medium,Autosomal recessive,definitive,mitochondrial disease,,False
TRMT1,GenCC,medium,Autosomal recessive,definitive,"intellectual developmental disorder, autosomal recessive 68",,False
TRMT10A,GenCC,medium,Autosomal recessive,definitive,"microcephaly, short stature, and impaired glucose metabolism 1",,False
TRMT10C,GenCC,medium,Autosomal recessive,strong,combined oxidative phosphorylation defect type 30,,False
TRMT5,GenCC,medium,Autosomal recessive,definitive,mitochondrial disease,,False
TRMU,GenCC,medium,Autosomal recessive,definitive,acute infantile liver failure due to synthesis defect of mtDNA-encoded proteins,,False
TRNT1,GenCC,medium,Autosomal recessive,definitive,congenital sideroblastic anemia-B-cell immunodeficiency-periodic fever-developmental delay syndrome,,False
TRPM1,GenCC,medium,Autosomal recessive,definitive,TRPM1-related retinopathy,,False
TRPM6,GenCC,medium,Autosomal recessive,strong,intestinal hypomagnesemia 1,,False
TRPV6,GenCC,medium,Autosomal recessive,strong,intestinal hypomagnesemia 1,,False
