gene_symbol,sources,confidence,moi,evidence,disease,hgnc_id,in_clinvar
MMAB,GenCC,medium,Autosomal recessive,definitive,"methylmalonic aciduria, cblB type",,False
MMACHC,GenCC,medium,Autosomal recessive,definitive,methylmalonic aciduria and homocystinuria type cblC,,False
MMADHC,GenCC,medium,Autosomal recessive,definitive,inborn disorder of cobalamin metabolism and transport,,False
MME,GenCC,medium,Autosomal recessive,definitive,Charcot-Marie-Tooth disease axonal type 2T,,False
MMP13,GenCC,medium,Autosomal recessive,definitive,"metaphyseal chondrodysplasia, Spahr type",,False
MMP14,GenCC,medium,Autosomal recessive,moderate,Winchester syndrome,,False
MMP15,GenCC,medium,Autosomal recessive,moderate,Alagille syndrome,,False
MMP2,GenCC,medium,Autosomal recessive,strong,"multicentric osteolysis, nodulosis, and arthropathy",,False
MMP20,GenCC,medium,Autosomal recessive,strong,amelogenesis imperfecta hypomaturation type 2A2,,False
MMP21,GenCC,medium,Autosomal recessive,definitive,"heterotaxy, visceral, 7, autosomal",,False
MMP9,GenCC,medium,Autosomal recessive,strong,metaphyseal anadysplasia 2,,False
MMRN1,GenCC,medium,Autosomal recessive,moderate,male infertility with azoospermia or oligozoospermia due to single gene mutation,,False
MMUT,GenCC,medium,Autosomal recessive,definitive,methylmalonic aciduria due to methylmalonyl-CoA mutase deficiency,,False
MNS1,GenCC,medium,Autosomal recessive,strong,"heterotaxy, visceral, 9, autosomal, with male infertility",,False
MNX1,GenCC,medium,Autosomal recessive,strong,neonatal diabetes mellitus,,False
MOCOS,GenCC,medium,Autosomal recessive,definitive,xanthinuria type II,,False
MOCS1,GenCC,medium,Autosomal recessive,definitive,sulfite oxidase deficiency due to molybdenum cofactor deficiency type A,,False
MOCS2,GenCC,medium,Autosomal recessive,definitive,sulfite oxidase deficiency due to molybdenum cofactor deficiency type B1,,False
MOCS3,GenCC,medium,Autosomal recessive,moderate,sulfite oxidase deficiency due to molybdenum cofactor deficiency,,False
MOGS,GenCC,medium,Autosomal recessive,definitive,MOGS-congenital disorder of glycosylation,,False
MOS,GenCC,medium,Autosomal recessive,strong,oocyte/zygote/embryo maturation arrest 20,,False
MOV10L1,GenCC,medium,Autosomal recessive,moderate,spermatogenic failure 73,,False
MPC1,GenCC,medium,Autosomal recessive,definitive,mitochondrial disease,,False
MPC2,GenCC,medium,Autosomal recessive,moderate,mitochondrial pyruvate carrier deficiency,,False
MPDU1,GenCC,medium,Autosomal recessive,definitive,MPDU1-congenital disorder of glycosylation,,False
MPDZ,GenCC,medium,Autosomal recessive,strong,"hydrocephalus, nonsyndromic, autosomal recessive 2",,False
MPI,GenCC,medium,Autosomal recessive,definitive,MPI-congenital disorder of glycosylation,,False
MPIG6B,GenCC,medium,Autosomal recessive,definitive,"thrombocytopenia, anemia, and myelofibrosis",,False
MPL,GenCC,medium,Autosomal recessive,definitive,congenital amegakaryocytic thrombocytopenia,,False
MPLKIP,GenCC,medium,Autosomal recessive,definitive,"trichothiodystrophy 4, nonphotosensitive",,False
MPO,GenCC,medium,Autosomal recessive,moderate,myeloperoxidase deficiency,,False
MPV17,GenCC,medium,Autosomal recessive,definitive,mitochondrial disease,,False
MPZL2,GenCC,medium,Autosomal recessive,definitive,"hearing loss, autosomal recessive 111",,False
MRAP,GenCC,medium,Autosomal recessive,definitive,glucocorticoid deficiency 2,,False
MRE11,GenCC,medium,Autosomal recessive,definitive,ataxia-telangiectasia-like disorder 1,,False
MRM2,GenCC,medium,Autosomal recessive,strong,mitochondrial DNA depletion syndrome 17,,False
MRPL3,GenCC,medium,Autosomal recessive,strong,combined oxidative phosphorylation defect type 9,,False
MRPL39,GenCC,medium,Autosomal recessive,strong,combined oxidative phosphorylation deficiency 59,,False
MRPL44,GenCC,medium,Autosomal recessive,definitive,mitochondrial disease,,False
MRPL49,GenCC,medium,Autosomal recessive,strong,mitochondrial disease,,False
MRPL50,GenCC,medium,Autosomal recessive,moderate,mitochondrial disease,,False
MRPS14,GenCC,medium,Autosomal recessive,moderate,combined oxidative phosphorylation deficiency 38,,False
MRPS16,GenCC,medium,Autosomal recessive,moderate,combined oxidative phosphorylation defect type 2,,False
MRPS2,GenCC,medium,Autosomal recessive,strong,combined oxidative phosphorylation deficiency 36,,False
MRPS22,GenCC,medium,Autosomal recessive,definitive,mitochondrial disease,,False
MRPS23,GenCC,medium,Autosomal recessive,strong,combined oxidative phosphorylation deficiency 45,,False
MRPS34,GenCC,medium,Autosomal recessive,strong,combined oxidative phosphorylation deficiency 32,,False
MRPS7,GenCC,medium,Autosomal recessive,moderate,combined oxidative phosphorylation deficiency 34,,False
MRTFA,GenCC,medium,Autosomal recessive,moderate,immunodeficiency 66,,False
MS4A1,GenCC,medium,Autosomal recessive,moderate,"immunodeficiency, common variable, 5",,False
MSH2,GenCC,medium,Autosomal recessive,definitive,mismatch repair cancer syndrome 1,,False
MSH3,GenCC,medium,Autosomal recessive,definitive,familial adenomatous polyposis 4,,False
MSH4,GenCC,medium,Autosomal recessive,strong,premature ovarian failure 20,,False
MSH5,GenCC,medium,Autosomal recessive,strong,spermatogenic failure 74,,False
MSH6,GenCC,medium,Autosomal recessive,definitive,mismatch repair cancer syndrome 1,,False
MSMO1,GenCC,medium,Autosomal recessive,strong,microcephaly-congenital cataract-psoriasiform dermatitis syndrome,,False
MSRB3,GenCC,medium,Autosomal recessive,definitive,nonsyndromic genetic hearing loss,,False
MST1,GenCC,medium,Autosomal recessive,moderate,combined immunodeficiency due to STK4 deficiency,,False
MSTO1,GenCC,medium,Autosomal recessive,definitive,mitochondrial disease,,False
MTCL1,GenCC,medium,Autosomal recessive,strong,hereditary neurological disease,,False
MTFMT,GenCC,medium,Autosomal recessive,definitive,Leigh syndrome,,False
MTHFD1,GenCC,medium,Autosomal recessive,strong,combined immunodeficiency and megaloblastic anemia with or without hyperhomocysteinemia,,False
MTHFR,GenCC,medium,Autosomal recessive,definitive,homocystinuria due to methylene tetrahydrofolate reductase deficiency,,False
MTHFS,GenCC,medium,Autosomal recessive,strong,"neurodevelopmental disorder with microcephaly, epilepsy, and hypomyelination",,False
MTMR2,GenCC,medium,Autosomal recessive,definitive,demyelinating hereditary motor and sensory neuropathy,,False
MTO1,GenCC,medium,Autosomal recessive,definitive,mitochondrial disease,,False
MTPAP,GenCC,medium,Autosomal recessive,definitive,mitochondrial disease,,False
MTR,GenCC,medium,Autosomal recessive,definitive,methylcobalamin deficiency type cblG,,False
MTRFR,GenCC,medium,Autosomal recessive,definitive,Leigh syndrome,,False
MTRR,GenCC,medium,Autosomal recessive,definitive,methylcobalamin deficiency type cblE,,False
MTTP,GenCC,medium,Autosomal recessive,definitive,abetalipoproteinemia,,False
MTX2,GenCC,medium,Autosomal recessive,definitive,mandibuloacral dysplasia progeroid syndrome,,False
MUSK,GenCC,medium,Autosomal recessive,strong,congenital myasthenic syndrome 9,,False
MUTYH,GenCC,medium,Autosomal recessive,definitive,familial adenomatous polyposis 2,,False
MVK,GenCC,medium,Autosomal recessive,definitive,mevalonate kinase deficiency,,False
MYBBP1A,GenCC,medium,Autosomal recessive,strong,hydrops fetalis,,False
MYBPC1,GenCC,medium,Autosomal recessive,strong,lethal congenital contracture syndrome 4,,False
MYBPC3,GenCC,medium,Autosomal recessive,strong,hypertrophic cardiomyopathy 4,,False
MYCBPAP,GenCC,medium,Autosomal recessive,moderate,spermatogenic failure,,False
MYD88,GenCC,medium,Autosomal recessive,strong,pyogenic bacterial infections due to MyD88 deficiency,,False
MYF5,GenCC,medium,Autosomal recessive,strong,"ophthalmoplegia, external, with rib and vertebral anomalies",,False
MYH11,GenCC,medium,Autosomal recessive,strong,megacystis-microcolon-intestinal hypoperistalsis syndrome 2,,False
MYH2,GenCC,medium,Autosomal recessive,definitive,"myopathy, proximal, and ophthalmoplegia",,False
MYH3,GenCC,medium,Autosomal recessive,strong,"contractures, pterygia, and variable skeletal fusions syndrome 1B",,False
MYH7,GenCC,medium,Autosomal recessive,strong,"myopathy, myosin storage, autosomal recessive",,False
MYL1,GenCC,medium,Autosomal recessive,moderate,congenital myopathy with reduced type 2 muscle fibers,,False
MYL11,GenCC,medium,Autosomal recessive,strong,"arthrogryposis, distal, type 1C",,False
MYL2,GenCC,medium,Autosomal recessive,moderate,"myopathy, myofibrillar, 12, infantile-onset, with cardiomyopathy",,False
MYL9,GenCC,medium,Autosomal recessive,strong,megacystis-microcolon-intestinal hypoperistalsis syndrome 4,,False
MYLK,GenCC,medium,Autosomal recessive,strong,megacystis-microcolon-intestinal hypoperistalsis syndrome 1,,False
MYLK3,GenCC,medium,Autosomal recessive,moderate,dilated cardiomyopathy,,False
MYMK,GenCC,medium,Autosomal recessive,definitive,Carey-Fineman-Ziter syndrome,,False
MYMX,GenCC,medium,Autosomal recessive,strong,Carey-Fineman-Ziter syndrome,,False
MYO10,GenCC,medium,Autosomal recessive,definitive,aggressive insulitis,,False
MYO15A,GenCC,medium,Autosomal recessive,definitive,nonsyndromic genetic hearing loss,,False
MYO18B,GenCC,medium,Autosomal recessive,definitive,Klippel-Feil anomaly-myopathy-facial dysmorphism syndrome,,False
MYO1E,GenCC,medium,Autosomal recessive,strong,focal segmental glomerulosclerosis 6,,False
MYO3A,GenCC,medium,Autosomal recessive,definitive,autosomal recessive nonsyndromic hearing loss 30,,False
MYO5A,GenCC,medium,Autosomal recessive,definitive,Griscelli syndrome type 1,,False
MYO5B,GenCC,medium,Autosomal recessive,definitive,microvillus inclusion disease,,False
MYO6,GenCC,medium,Autosomal recessive,strong,autosomal recessive nonsyndromic hearing loss 37,,False
MYO7A,GenCC,medium,Autosomal recessive,definitive,Usher syndrome type 1,,False
MYO9A,GenCC,medium,Autosomal recessive,strong,"myasthenic syndrome, congenital, 24, presynaptic",,False
MYO9B,GenCC,medium,Autosomal recessive,moderate,Charcot-Marie-Tooth disease type 2,,False
MYOCD,GenCC,medium,Autosomal recessive,strong,"megabladder, congenital",,False
MYOD1,GenCC,medium,Autosomal recessive,strong,"myopathy, congenital, with diaphragmatic defects, respiratory insufficiency, and dysmorphic facies",,False
MYORG,GenCC,medium,Autosomal recessive,definitive,"basal ganglia calcification, idiopathic, 7, autosomal recessive",,False
MYPN,GenCC,medium,Autosomal recessive,definitive,MYPN-related myopathy,,False
MYSM1,GenCC,medium,Autosomal recessive,definitive,bone marrow failure syndrome 4,,False
MYZAP,GenCC,medium,Autosomal recessive,strong,"cardiomyopathy, dilated, 2K",,False
NAA20,GenCC,medium,Autosomal recessive,strong,"intellectual developmental disorder, autosomal recessive 73",,False
NAA60,GenCC,medium,Autosomal recessive,strong,"basal ganglia calcification, idiopathic, 9, autosomal recessive",,False
NADK2,GenCC,medium,Autosomal recessive,strong,progressive encephalopathy with leukodystrophy due to DECR deficiency,,False
NADSYN1,GenCC,medium,Autosomal recessive,strong,"vertebral, cardiac, renal, and limb defects syndrome 3",,False
NAE1,GenCC,medium,Autosomal recessive,strong,neurodevelopmental disorder with dysmorphic facies and ischiopubic hypoplasia,,False
NAGA,GenCC,medium,Autosomal recessive,definitive,alpha-N-acetylgalactosaminidase deficiency,,False
NAGLU,GenCC,medium,Autosomal recessive,definitive,mucopolysaccharidosis type 3B,,False
NAGS,GenCC,medium,Autosomal recessive,definitive,hyperammonemia due to N-acetylglutamate synthase deficiency,,False
NALCN,GenCC,medium,Autosomal recessive,definitive,"hypotonia, infantile, with psychomotor retardation and characteristic facies 1",,False
NANS,GenCC,medium,Autosomal recessive,strong,"spondyloepimetaphyseal dysplasia, Genevieve type",,False
NAPB,GenCC,medium,Autosomal recessive,definitive,developmental and epileptic encephalopathy 107,,False
NARS1,GenCC,medium,Autosomal recessive,strong,"neurodevelopmental disorder with microcephaly, impaired language, and gait abnormalities",,False
NARS2,GenCC,medium,Autosomal recessive,definitive,combined oxidative phosphorylation defect type 24,,False
NAV2,GenCC,medium,Autosomal recessive,moderate,neurodevelopmental disorder,,False
NAV3,GenCC,medium,Autosomal recessive,definitive,complex neurodevelopmental disorder,,False
NAXD,GenCC,medium,Autosomal recessive,definitive,mitochondrial disease,,False
NAXE,GenCC,medium,Autosomal recessive,strong,"encephalopathy, progressive, early-onset, with brain edema and/or leukoencephalopathy, 1",,False
NBAS,GenCC,medium,Autosomal recessive,definitive,short stature-optic atrophy-Pelger-Huët anomaly syndrome,,False
NBEAL2,GenCC,medium,Autosomal recessive,definitive,gray platelet syndrome,,False
NBN,GenCC,medium,Autosomal recessive,definitive,Nijmegen breakage syndrome,,False
NCAPD2,GenCC,medium,Autosomal recessive,strong,"microcephaly 21, primary, autosomal recessive",,False
NCAPD3,GenCC,medium,Autosomal recessive,moderate,"microcephaly 22, primary, autosomal recessive",,False
NCAPG2,GenCC,medium,Autosomal recessive,moderate,Khan-Khan-Katsanis syndrome,,False
NCDN,GenCC,medium,Autosomal recessive,strong,neurodevelopmental disorder with infantile epileptic spasms,,False
NCF1,GenCC,medium,Autosomal recessive,strong,"granulomatous disease, chronic, autosomal recessive, cytochrome b-positive, type 1",,False
NCF2,GenCC,medium,Autosomal recessive,definitive,"granulomatous disease, chronic, autosomal recessive, cytochrome b-positive, type 2",,False
NCF4,GenCC,medium,Autosomal recessive,strong,"granulomatous disease, chronic, autosomal recessive, cytochrome b-positive, type 3",,False
NCKAP1L,GenCC,medium,Autosomal recessive,strong,immunodeficiency 72 with autoinflammation,,False
NDC1,GenCC,medium,Autosomal recessive,strong,triple-A syndrome,,False
NDE1,GenCC,medium,Autosomal recessive,definitive,microcephaly with lissencephaly and/or hydranencephaly,,False
NDRG1,GenCC,medium,Autosomal recessive,definitive,Charcot-Marie-Tooth disease type 4D,,False
NDST1,GenCC,medium,Autosomal recessive,strong,"intellectual disability, autosomal recessive 46",,False
NDUFA1,GenCC,medium,Autosomal recessive,moderate,"mitochondrial complex I deficiency, nuclear type 12",,False
NDUFA10,GenCC,medium,Autosomal recessive,strong,"mitochondrial complex I deficiency, nuclear type 22",,False
NDUFA11,GenCC,medium,Autosomal recessive,strong,"mitochondrial complex I deficiency, nuclear type 14",,False
NDUFA12,GenCC,medium,Autosomal recessive,definitive,"mitochondrial complex I deficiency, nuclear type 23",,False
NDUFA13,GenCC,medium,Autosomal recessive,strong,"mitochondrial complex I deficiency, nuclear type 28",,False
NDUFA2,GenCC,medium,Autosomal recessive,definitive,mitochondrial disease,,False
NDUFA6,GenCC,medium,Autosomal recessive,strong,"mitochondrial complex I deficiency, nuclear type 33",,False
NDUFA8,GenCC,medium,Autosomal recessive,moderate,mitochondrial disease,,False
NDUFA9,GenCC,medium,Autosomal recessive,strong,"mitochondrial complex I deficiency, nuclear type 26",,False
NDUFAF1,GenCC,medium,Autosomal recessive,strong,"mitochondrial complex I deficiency, nuclear type 11",,False
NDUFAF2,GenCC,medium,Autosomal recessive,definitive,Leigh syndrome,,False
NDUFAF3,GenCC,medium,Autosomal recessive,definitive,mitochondrial disease,,False
NDUFAF4,GenCC,medium,Autosomal recessive,definitive,mitochondrial disease,,False
NDUFAF5,GenCC,medium,Autosomal recessive,definitive,Leigh syndrome,,False
NDUFAF6,GenCC,medium,Autosomal recessive,definitive,Leigh syndrome,,False
NDUFAF8,GenCC,medium,Autosomal recessive,strong,"mitochondrial complex I deficiency, nuclear type 34",,False
NDUFB10,GenCC,medium,Autosomal recessive,strong,mitochondrial disease,,False
NDUFB3,GenCC,medium,Autosomal recessive,definitive,mitochondrial disease,,False
NDUFB7,GenCC,medium,Autosomal recessive,moderate,"mitochondrial complex I deficiency, nuclear type 39",,False
NDUFB8,GenCC,medium,Autosomal recessive,strong,"mitochondrial complex I deficiency, nuclear type 32",,False
NDUFB9,GenCC,medium,Autosomal recessive,moderate,"mitochondrial complex I deficiency, nuclear type 24",,False
NDUFC2,GenCC,medium,Autosomal recessive,moderate,Leigh syndrome,,False
NDUFS1,GenCC,medium,Autosomal recessive,definitive,mitochondrial disease,,False
NDUFS2,GenCC,medium,Autosomal recessive,definitive,Leigh syndrome,,False
NDUFS3,GenCC,medium,Autosomal recessive,strong,"mitochondrial complex I deficiency, nuclear type 8",,False
NDUFS4,GenCC,medium,Autosomal recessive,definitive,Leigh syndrome,,False
NDUFS6,GenCC,medium,Autosomal recessive,definitive,mitochondrial disease,,False
NDUFS7,GenCC,medium,Autosomal recessive,definitive,mitochondrial disease,,False
NDUFS8,GenCC,medium,Autosomal recessive,definitive,mitochondrial disease,,False
NDUFV1,GenCC,medium,Autosomal recessive,definitive,"mitochondrial complex I deficiency, nuclear type 4",,False
NDUFV2,GenCC,medium,Autosomal recessive,definitive,mitochondrial disease,,False
NEB,GenCC,medium,Autosomal recessive,definitive,nemaline myopathy 2,,False
NECAP1,GenCC,medium,Autosomal recessive,strong,"developmental and epileptic encephalopathy, 21",,False
NECTIN1,GenCC,medium,Autosomal recessive,definitive,cleft lip/palate-ectodermal dysplasia syndrome,,False
NECTIN4,GenCC,medium,Autosomal recessive,definitive,ectodermal dysplasia-syndactyly syndrome 1,,False
NEFL,GenCC,medium,Autosomal recessive,definitive,Charcot-Marie-Tooth disease type 2,,False
NEK1,GenCC,medium,Autosomal recessive,definitive,short-rib thoracic dysplasia 6 with or without polydactyly,,False
NEK10,GenCC,medium,Autosomal recessive,definitive,"ciliary dyskinesia, primary, 44",,False
NEK2,GenCC,medium,Autosomal recessive,moderate,retinitis pigmentosa 67,,False
NEK8,GenCC,medium,Autosomal recessive,definitive,renal-hepatic-pancreatic dysplasia 2,,False
NEK9,GenCC,medium,Autosomal recessive,strong,NEK9-related lethal skeletal dysplasia,,False
NEMF,GenCC,medium,Autosomal recessive,strong,intellectual developmental disorder with speech delay and axonal peripheral neuropathy,,False
NEU1,GenCC,medium,Autosomal recessive,definitive,sialidosis,,False
NEUROD1,GenCC,medium,Autosomal recessive,strong,permanent neonatal diabetes mellitus-pancreatic and cerebellar agenesis syndrome,,False
NEUROG1,GenCC,medium,Autosomal recessive,strong,"cranial dysinnervation disorder, congenital, with absent corneal reflex and developmental delay",,False
NEUROG3,GenCC,medium,Autosomal recessive,strong,permanent neonatal diabetes mellitus,,False
NFASC,GenCC,medium,Autosomal recessive,strong,neurodevelopmental disorder with central and peripheral motor dysfunction,,False
NFATC1,GenCC,medium,Autosomal recessive,moderate,inborn error of immunity,,False
NFATC2,GenCC,medium,Autosomal recessive,moderate,lymphoproliferative syndrome,,False
NFS1,GenCC,medium,Autosomal recessive,strong,combined oxidative phosphorylation deficiency 52,,False
NFU1,GenCC,medium,Autosomal recessive,definitive,mitochondrial disease,,False
NGF,GenCC,medium,Autosomal recessive,strong,hereditary sensory and autonomic neuropathy,,False
NGLY1,GenCC,medium,Autosomal recessive,definitive,congenital disorder of deglycosylation 1,,False
NHEJ1,GenCC,medium,Autosomal recessive,definitive,Cernunnos-XLF deficiency,,False
NHLRC1,GenCC,medium,Autosomal recessive,definitive,Lafora disease,,False
NHLRC2,GenCC,medium,Autosomal recessive,definitive,"fibrosis, neurodegeneration, and cerebral angiomatosis",,False
NHP2,GenCC,medium,Autosomal recessive,strong,"dyskeratosis congenita, autosomal recessive 2",,False
NIPAL4,GenCC,medium,Autosomal recessive,definitive,autosomal recessive congenital ichthyosis 6,,False
NIT1,GenCC,medium,Autosomal recessive,strong,cerebrovascular disorder,,False
NKX2-2,GenCC,medium,Autosomal recessive,strong,neonatal diabetes mellitus,,False
NKX2-6,GenCC,medium,Autosomal recessive,strong,congenital heart disease,,False
NKX3-2,GenCC,medium,Autosomal recessive,definitive,spondylo-megaepiphyseal-metaphyseal dysplasia,,False
NKX6-2,GenCC,medium,Autosomal recessive,strong,"spastic ataxia 8, autosomal recessive, with hypomyelinating leukodystrophy",,False
NLRP1,GenCC,medium,Autosomal recessive,strong,autoinflammation with arthritis and dyskeratosis,,False
NLRP2,GenCC,medium,Autosomal recessive,strong,oocyte/zygote/embryo maturation arrest 18,,False
NLRP5,GenCC,medium,Autosomal recessive,strong,oocyte/zygote/embryo maturation arrest 19,,False
NLRP7,GenCC,medium,Autosomal recessive,strong,"hydatidiform mole, recurrent, 1",,False
NME5,GenCC,medium,Autosomal recessive,moderate,"ciliary dyskinesia, primary, 48, without situs inversus",,False
NMNAT1,GenCC,medium,Autosomal recessive,definitive,NMNAT1-related retinopathy,,False
NMNAT2,GenCC,medium,Autosomal recessive,moderate,developmental defect during embryogenesis,,False
NNT,GenCC,medium,Autosomal recessive,definitive,glucocorticoid deficiency 4,,False
NOBOX,GenCC,medium,Autosomal recessive,strong,premature ovarian failure 5,,False
NOP10,GenCC,medium,Autosomal recessive,strong,"dyskeratosis congenita, autosomal recessive 1",,False
NOS1AP,GenCC,medium,Autosomal recessive,strong,"nephrotic syndrome, type 22",,False
NOTCH3,GenCC,medium,Autosomal recessive,moderate,"cerebral arteriopathy, autosomal dominant, with subcortical infarcts and leukoencephalopathy, type 1",,False
NPC1,GenCC,medium,Autosomal recessive,definitive,"Niemann-Pick disease, type C1",,False
NPC2,GenCC,medium,Autosomal recessive,definitive,"Niemann-Pick disease, type C2",,False
NPHP1,GenCC,medium,Autosomal recessive,definitive,nephronophthisis 1,,False
NPHP3,GenCC,medium,Autosomal recessive,definitive,nephronophthisis,,False
NPHP4,GenCC,medium,Autosomal recessive,definitive,nephronophthisis 4,,False
NPHS1,GenCC,medium,Autosomal recessive,definitive,"congenital nephrotic syndrome, Finnish type",,False
NPHS2,GenCC,medium,Autosomal recessive,definitive,"nephrotic syndrome, type 2",,False
NPNT,GenCC,medium,Autosomal recessive,strong,renal agenesis,,False
NPR1,GenCC,medium,Autosomal recessive,strong,genetic hypertension,,False
NPR2,GenCC,medium,Autosomal recessive,definitive,"acromesomelic dysplasia 1, Maroteaux type",,False
NPR3,GenCC,medium,Autosomal recessive,strong,Boudin-Mortier syndrome,,False
NR1H4,GenCC,medium,Autosomal recessive,strong,"cholestasis, progressive familial intrahepatic, 5",,False
NR2E3,GenCC,medium,Autosomal recessive,definitive,enhanced S-cone syndrome,,False
NR2F1,GenCC,medium,Autosomal recessive,definitive,Bosch-Boonstra-Schaaf optic atrophy syndrome,,False
NR5A1,GenCC,medium,Autosomal recessive,moderate,"46,XX disorder of sex development",,False
NRAP,GenCC,medium,Autosomal recessive,definitive,dilated cardiomyopathy,,False
NRCAM,GenCC,medium,Autosomal recessive,strong,neurodevelopmental disorder with neuromuscular and skeletal abnormalities,,False
NRL,GenCC,medium,Autosomal recessive,definitive,enhanced S-cone syndrome,,False
NRROS,GenCC,medium,Autosomal recessive,definitive,"seizures, early-onset, with neurodegeneration and brain calcifications",,False
NRXN1,GenCC,medium,Autosomal recessive,strong,Pitt-Hopkins-like syndrome 2,,False
NSMCE2,GenCC,medium,Autosomal recessive,strong,Seckel syndrome 10,,False
NSMCE3,GenCC,medium,Autosomal recessive,moderate,"lung disease, immunodeficiency, and chromosome breakage syndrome;",,False
NSRP1,GenCC,medium,Autosomal recessive,strong,"neurodevelopmental disorder with spasticity, seizures, and brain abnormalities",,False
NSUN2,GenCC,medium,Autosomal recessive,definitive,syndromic intellectual disability,,False
NSUN3,GenCC,medium,Autosomal recessive,moderate,combined oxidative phosphorylation deficiency 48,,False
NSUN6,GenCC,medium,Autosomal recessive,strong,"intellectual developmental disorder, autosomal recessive 82",,False
NT5C2,GenCC,medium,Autosomal recessive,definitive,complex hereditary spastic paraplegia,,False
NT5C3A,GenCC,medium,Autosomal recessive,definitive,hemolytic anemia due to pyrimidine 5' nucleotidase deficiency,,False
NT5E,GenCC,medium,Autosomal recessive,strong,hereditary arterial and articular multiple calcification syndrome,,False
NTHL1,GenCC,medium,Autosomal recessive,definitive,familial adenomatous polyposis 3,,False
NTNG2,GenCC,medium,Autosomal recessive,strong,"neurodevelopmental disorder with behavioral abnormalities, absent speech, and hypotonia",,False
NTRK1,GenCC,medium,Autosomal recessive,definitive,hereditary sensory and autonomic neuropathy type 4,,False
NUAK2,GenCC,medium,Autosomal recessive,moderate,anencephaly 2,,False
NUBPL,GenCC,medium,Autosomal recessive,definitive,mitochondrial disease,,False
NUDCD2,GenCC,medium,Autosomal recessive,moderate,multiple congenital anomalies/dysmorphic syndrome,,False
NUDCD3,GenCC,medium,Autosomal recessive,strong,severe combined immunodeficiency,,False
NUDT2,GenCC,medium,Autosomal recessive,strong,intellectual developmental disorder with or without peripheral neuropathy,,False
NUP107,GenCC,medium,Autosomal recessive,strong,Galloway-Mowat syndrome 7,,False
NUP133,GenCC,medium,Autosomal recessive,strong,Galloway-Mowat syndrome 8,,False
NUP160,GenCC,medium,Autosomal recessive,strong,"nephrotic syndrome, type 19",,False
NUP188,GenCC,medium,Autosomal recessive,definitive,sandestig-stefanova syndrome,,False
NUP205,GenCC,medium,Autosomal recessive,strong,"nephrotic syndrome, type 13",,False
NUP214,GenCC,medium,Autosomal recessive,strong,"encephalopathy, acute, infection-induced, susceptibility to, 9",,False
NUP54,GenCC,medium,Autosomal recessive,moderate,"dystonia 37, early-onset, with striatal lesions",,False
NUP62,GenCC,medium,Autosomal recessive,strong,familial infantile bilateral striatal necrosis,,False
NUP85,GenCC,medium,Autosomal recessive,strong,"nephrotic syndrome, type 17",,False
NUP88,GenCC,medium,Autosomal recessive,strong,fetal akinesia deformation sequence 4,,False
NUP93,GenCC,medium,Autosomal recessive,definitive,"nephrotic syndrome, type 12",,False
NUS1,GenCC,medium,Autosomal recessive,strong,"congenital disorder of glycosylation, type IAA",,False
NXN,GenCC,medium,Autosomal recessive,strong,"robinow syndrome, autosomal recessive 2",,False
NYNRIN,GenCC,medium,Autosomal recessive,moderate,hereditary Wilms tumor,,False
OAS1,GenCC,medium,Autosomal recessive,strong,pulmonary alveolar proteinosis with hypogammaglobulinemia,,False
OAS2,GenCC,medium,Autosomal recessive,strong,multisystem inflammatory syndrome in children and adults,,False
OAT,GenCC,medium,Autosomal recessive,definitive,ornithine aminotransferase deficiency,,False
OBSCN,GenCC,medium,Autosomal recessive,strong,"rhabdomyolysis, susceptibility to, 1",,False
OBSL1,GenCC,medium,Autosomal recessive,definitive,3M syndrome 2,,False
OCA2,GenCC,medium,Autosomal recessive,definitive,oculocutaneous albinism type 2,,False
OCLN,GenCC,medium,Autosomal recessive,definitive,pseudo-TORCH syndrome 1,,False
ODAD1,GenCC,medium,Autosomal recessive,definitive,primary ciliary dyskinesia 20,,False
ODAD2,GenCC,medium,Autosomal recessive,definitive,primary ciliary dyskinesia 23,,False
ODAD3,GenCC,medium,Autosomal recessive,definitive,primary ciliary dyskinesia 30,,False
ODAD4,GenCC,medium,Autosomal recessive,definitive,primary ciliary dyskinesia 35,,False
ODAPH,GenCC,medium,Autosomal recessive,strong,amelogenesis imperfecta hypomaturation type 2A4,,False
ODF4,GenCC,medium,Autosomal recessive,moderate,male infertility with azoospermia or oligozoospermia due to single gene mutation,,False
OGDH,GenCC,medium,Autosomal recessive,strong,oxoglutaricaciduria,,False
OGDHL,GenCC,medium,Autosomal recessive,strong,Yoon-Bellen neurodevelopmental syndrome,,False
ONECUT1,GenCC,medium,Autosomal recessive,strong,neonatal diabetes mellitus,,False
OOEP,GenCC,medium,Autosomal recessive,moderate,female infertility due to oocyte meiotic arrest,,False
OPA1,GenCC,medium,Autosomal recessive,strong,mitochondrial DNA depletion syndrome 14B (cardioencephalomyopathic type),,False
OPA3,GenCC,medium,Autosomal recessive,definitive,3-methylglutaconic aciduria type 3,,False
OPLAH,GenCC,medium,Autosomal recessive,strong,5-oxoprolinase deficiency,,False
OPTN,GenCC,medium,Autosomal recessive,strong,amyotrophic lateral sclerosis type 12,,False
ORAI1,GenCC,medium,Autosomal recessive,strong,combined immunodeficiency due to ORAI1 deficiency,,False
ORC1,GenCC,medium,Autosomal recessive,definitive,Meier-Gorlin syndrome 1,,False
ORC4,GenCC,medium,Autosomal recessive,definitive,Meier-Gorlin syndrome 2,,False
